,campus,curso,anoingresso,periodoingresso,rendabruta,ira,modalidade,genero,raca,idade,idioma,ficou_tempo_sem_estudar,quantidade_computadores,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,reprovacoes,reprovacoes_por_falta,percentual_carga_horaria_frequentada_mean,carga_horaria_total
1024,cnt,técnico em administração integrado ao ensino médio,2016,1,300.0,8.35,integrado,f,parda,20,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
604,sjp,sjp - curso técnico em logísitca,2016,1,1500.0,9.05,integrado,m,parda,20,false,false,0.0,parentes,ensino médio completo,pós-gradução completa,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23388,sin,santa inês - licenciatura em física,2013,1,500.0,5.25,licenciatura,f,preta,28,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
13010,cch,técnico em artes visuais-integrado,2016,1,0.0,8.37,integrado,f,parda,18,true,false,0.0,pais,não sei informar,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
9883,mar,técnico em agropecuária - ead,2018,1,2000.0,7.49,subsequente,m,parda,40,false,false,0.0,cônjuge,alfabetizado,não estudou,1.0,divorciado(a),3,rural,empresa privada,0.0,0.0,0.0,0.0
3583,mtc,licenciatura em química,2017,1,350.0,8.14,licenciatura,m,preta,23,false,false,1.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
3943,alc,curso técnico em meio ambiente integrado alcântara,2015,1,350.0,8.36,integrado,f,preta,27,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
21173,bdc,curso técnico em manutenção e suporte em informática subsequente ao ensino médio tc: area: informação e comunicação,2017,1,0.0,7.63,subsequente,m,parda,21,false,false,0.0,pais,ensino médio incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
31591,mtc,técnico em química integrado tc: n área:controle e processos industriais,2017,1,3700.0,9.17,integrado,f,branca,19,true,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
5131,sjr,técnico em programação de jogos digitais integrado,2017,1,2100.0,7.93,integrado,m,parda,19,false,false,0.0,pais,ensino fundamental completo,ensino fundamental completo,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
30576,mar,maracanã - curso técnico em meio ambiente subsequente,2018,1,0.0,8.42,subsequente,f,parda,21,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
32866,cnt,técnico em informática integrado ao ensino médio,2015,1,817.0,9.4,integrado,f,branca,21,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26217,itz,técnico em eletromecânica integrado - itz,2015,1,6266.04,0.0,integrado,f,preta,21,false,false,0.0,mãe,ensino superior completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7196,cax,caxias - técnico em administração,2016,1,500.0,8.67,integrado,f,parda,20,false,false,0.0,parentes,ensino médio completo,não estudou,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
6684,cax,caxias - técnico em agropecuária,2017,1,954.0,7.82,integrado,m,preta,19,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
10395,sjr,técnico em eletroeletrônica integrado,2017,1,0.0,8.61,integrado,m,parda,18,true,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
22941,sin,santa inês - técnico em eletroeletrônica integrado ao ensino médio,2017,1,1300.0,8.18,integrado,m,parda,18,false,false,0.0,parentes,ensino fundamental incompleto,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
27049,srm,técnico em informática integrado srm,2017,1,600.0,8.12,integrado,m,branca,21,false,false,1.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
30537,mtc,engenharia civil,2011,1,0.0,8.53,bacharelado,m,parda,27,true,false,0.0,mãe,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,urbano,estágio ou bolsa,0.0,0.0,0.0,0.0
13844,tmn,timon - curso técnico  em edificações integrado - integral,2017,1,600.0,7.82,integrado,f,parda,17,true,false,1.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
5764,alc,curso técnico em eletrônica alcântara,2016,1,5500.0,8.94,integrado,f,parda,19,true,false,0.0,pais,pós-gradução completa,ensino superior completo,2.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10373,bac,técnico em química na forma integrada ao ensino médio,2017,1,3026.0,7.65,integrado,f,parda,18,false,false,0.0,pais,ensino superior completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
32336,cod,bacharelado em agronomia,2020,1,1022.0,0.0,bacharelado,f,parda,20,false,false,0.0,outro,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
1891,mar,técnico em agropecuária - ead,2018,1,100.0,7.59,subsequente,f,preta,38,false,false,0.0,cônjuge,ensino fundamental completo,não estudou,0.0,solteiro(a),2,urbano,pescador,0.0,0.0,0.0,0.0
10424,ros,técnico em informática integrado,2017,1,250.0,8.73,integrado,m,parda,19,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
26492,mar,maracanã - curso técnico em meio ambiente subsequente,2016,1,0.0,8.75,subsequente,m,parda,23,false,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
4280,mar,maracanã - curso técnico em agroindústria integrado,2016,1,930.0,0.0,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
21066,cch,curso técnico em meio ambiente integrado,2016,1,1500.0,8.4,integrado,m,branca,20,true,false,0.0,outro,ensino médio completo,ensino superior completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
12687,aca,automação anual,2017,1,4000.0,7.85,integrado,m,parda,18,false,false,5.0,pais,pós-graduação incompleta,ensino superior completo,2.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
19358,mtc,sistemas de informação,2016,2,1300.0,6.12,bacharelado,f,branca,23,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
14923,mtc,licenciatura em química,2014,1,6000.0,8.79,licenciatura,f,parda,48,true,false,1.0,cônjuge,ensino médio completo,ensino médio completo,1.0,casado(a),2,urbano,não está trabalhando,0.0,0.0,0.0,0.0
10278,mtc,técnico em química integrado tc: n área:controle e processos industriais,2016,1,0.0,7.77,integrado,m,branca,19,false,false,1.0,pais,ensino médio completo,ensino médio incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7743,btc,buriticupu - licenciatura em biologia enem - noturno,2016,2,180.0,8.62,licenciatura,f,parda,33,false,false,0.0,mãe,ensino fundamental incompleto,não estudou,0.0,solteiro(a),2,urbano,não está trabalhando,0.0,0.0,0.0,0.0
8454,mar,técnico em agropecuária - ead,2018,1,0.0,7.97,subsequente,f,branca,24,false,false,0.0,pai,alfabetizado,não estudou,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
20578,sin,santa inês - técnico em eletroeletrônica integrado ao ensino médio,2015,1,1500.0,8.44,integrado,f,parda,21,false,false,0.0,pais,ensino médio completo,ensino superior incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24720,cch,curso técnico em meio ambiente integrado,2016,1,0.0,7.92,integrado,m,preta,19,true,false,0.0,mãe,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
9275,alc,curso técnico em eletrônica alcântara,2015,1,9000.0,8.74,integrado,m,preta,20,false,false,0.0,pais,pós-gradução completa,pós-gradução completa,2.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
30013,mtc,licenciatura em química,2019,1,944.0,6.12,licenciatura,f,branca,21,false,false,1.0,pais,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1606,mtc,técnico em design de móveis integrado tc: t n áre: produção cultural e design,2016,1,650.0,8.14,integrado,f,parda,19,false,false,0.0,mãe,ensino superior completo,ensino superior completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
2196,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,parda,21,false,false,0.0,pais,ensino fundamental incompleto,não estudou,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
15722,bdc,curso técnico em química integrado ao ensino médio - área: controle e processos industriais,2018,1,954.0,6.33,integrado,f,parda,18,false,false,0.0,parentes,ensino fundamental incompleto,não estudou,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
26473,bar,barreirinhas - técnico em meio ambiente,2014,1,1700.0,9.12,integrado,m,branca,21,false,false,1.0,pais,ensino superior completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1111,sjp,sjp - curso técnico em redes de computadores,2016,1,400.0,7.24,integrado,f,parda,20,false,false,0.0,pais,ensino médio completo,não estudou,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
18282,cod,codó - técnico em agroindústria integrado ao ensino médio,2017,1,500.0,0.0,integrado,f,branca,18,false,false,0.0,mãe,ensino médio incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
23127,mtc,técnico em edificações integrado tc: n área: infraestrutura,2017,1,1100.0,8.84,integrado,f,parda,19,false,false,0.0,parentes,ensino superior completo,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
11155,mtc,engenharia mecânica industrial,1998,1,944.0,2.09,bacharelado,m,branca,43,true,false,0.0,cônjuge,ensino superior completo,ensino superior incompleto,2.0,união estável,2,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
22656,srm,técnico em agropecuária integrado srm 2015,2015,1,900.0,7.53,integrado,m,parda,21,false,false,0.0,pais,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29955,bdc,curso técnico em edificações integrado ao ensino médio- tc: area: infraestrutura,2016,1,2.5,7.91,integrado,f,parda,19,false,false,0.0,mãe,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1331,bac,licenciatura plena em química (sisu),2018,1,918.16,6.32,licenciatura,f,parda,24,false,false,0.0,sozinho,ensino fundamental completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
4708,cch,curso técnico em meio ambiente integrado,2016,1,1400.0,6.6,integrado,m,parda,19,false,false,1.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13521,mtc,sistemas de informação,2017,1,0.0,8.95,bacharelado,m,parda,22,true,false,1.0,outro,ensino superior incompleto,ensino superior incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16203,btc,buriticupu - análises químicas,2017,1,300.0,0.0,integrado,m,branca,18,false,false,0.0,parentes,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
5463,mar,maracanã - curso técnico em agroindústria integrado,2015,1,1500.0,0.0,integrado,m,preta,22,false,false,0.0,pais,ensino médio completo,alfabetizado,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10437,sjp,sjp - curso técnico em logísitca,2016,1,650.0,8.99,integrado,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28556,mtc,licenciatura em química,2009,2,0.0,7.62,licenciatura,f,parda,29,true,false,1.0,pais,pós-gradução completa,pós-gradução completa,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
12006,mar,técnico em agropecuária - ead,2018,1,0.0,7.71,subsequente,m,preta,43,false,false,1.0,pais,ensino fundamental completo,ensino fundamental completo,0.0,solteiro(a),0,rural,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
9416,mar,licenciatura em ciências agrárias,2018,1,0.0,4.14,licenciatura,m,branca,41,false,false,0.0,cônjuge,ensino superior completo,ensino fundamental incompleto,0.0,casado(a),3,urbano,não está trabalhando,0.0,0.0,0.0,0.0
12644,mtc,licenciatura em matemática,2014,1,2080.0,7.57,licenciatura,m,parda,25,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20701,cch,curso técnico em meio ambiente integrado,2014,1,2000.0,8.21,integrado,f,parda,21,false,false,1.0,parentes,ensino médio completo,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6868,sin,santa inês - técnico em logística integrado ao ensino médio,2017,1,998.0,8.45,integrado,m,parda,19,false,false,0.0,avó,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31257,alc,curso técnico em meio ambiente integrado alcântara,2015,1,170.0,7.89,integrado,m,preta,21,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
32792,mar,licenciatura em ciências agrárias,2019,1,998.0,8.47,licenciatura,m,parda,24,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
2559,itz,técnico em automação industrial subsequente - itz,2020,1,1000.0,0.0,subsequente,m,parda,24,false,false,1.0,pais,não estudou,não sei informar,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
28215,ita,técnico em meio ambiente,2018,1,200.0,8.85,subsequente,m,parda,20,false,false,1.0,mãe,não sei informar,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
8415,bar,barreirinhas - licenciatura em ciências biológicas,2013,2,965.0,8.16,licenciatura,f,parda,28,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
7603,mtc,técnico em mecânica tc: n área: controle e processos industriais,2015,1,880.0,8.22,concomitante,m,branca,22,false,false,0.0,mãe,ensino médio incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
15701,srm,técnico em informática integrado srm,2017,1,3000.0,7.82,integrado,m,parda,18,false,false,1.0,pais,ensino superior completo,ensino superior completo,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
21201,pfr,técnico em administração integrado ao ensino médio,2017,1,4.0,8.21,integrado,m,parda,19,true,false,0.0,mãe,ensino fundamental completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
30827,mtc,"técnico de segurança do trabalho integrado tc: nárea: ambiente, saúde e segurança",2015,1,1492.0,7.72,integrado,f,branca,21,false,false,0.0,parentes,ensino superior incompleto,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
12925,cch,licenciatura em artes visuais,2020,1,400.0,0.29,licenciatura,f,branca,27,true,false,0.0,sozinho,ensino médio completo,ensino médio completo,1.0,solteiro(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
20171,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,parda,24,false,false,0.0,cônjuge,ensino fundamental incompleto,não sei informar,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
31951,cax,caxias - bacharelado em ciência da computação,2015,1,0.0,4.97,bacharelado,m,preta,25,true,false,1.0,pais,pós-gradução completa,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
32881,mtc,técnico em edificações integrado tc: n área: infraestrutura,2014,1,880.0,8.02,integrado,f,parda,21,true,false,0.0,mãe,ensino médio incompleto,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31474,bar,barreirinhas - técnico em alimentos,2017,1,700.0,7.71,integrado,f,parda,20,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
9941,btc,buriticupu - meio ambiente - integrado,2016,1,1223.0,7.45,integrado,m,parda,21,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
21465,alc,curso técnico em meio ambiente integrado alcântara,2015,1,111.0,7.91,integrado,m,parda,22,false,false,0.0,mãe,não estudou,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29509,itz,técnico em edificação concomitante - itz,2019,1,1497.0,6.14,concomitante,m,preta,17,false,false,0.0,pais,ensino médio completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
3298,mtc,licenciatura em matemática,2017,1,1181.9,0.5,licenciatura,m,parda,28,false,false,0.0,pais,ensino superior incompleto,não sei informar,1.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
20758,mar,técnico em agropecuária - ead,2018,1,1200.0,0.0,subsequente,m,branca,23,false,false,0.0,pais,ensino superior completo,ensino fundamental completo,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
7086,mar,maracanã - curso técnico em agropecuária integrado 2012,2016,1,0.0,8.25,integrado,f,preta,20,false,false,0.0,pais,ensino médio incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20658,mtc,técnico em metalurgia tc: nárea: controle e processos industrais,2016,1,1300.0,8.08,concomitante,f,preta,21,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
3692,bar,barreirinhas - técnico em alimentos,2017,1,150.0,8.2,integrado,f,parda,19,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29882,cch,curso técnico em eventos - integrado,2016,1,937.0,7.55,integrado,m,parda,19,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1310,cax,caxias - técnico em informática mediotec - cax,2018,1,2000.0,3.94,concomitante,f,parda,19,false,false,0.0,pais,ensino superior completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
8578,ped,técnico em eletromecânica subsequente,2017,2,900.37,8.32,subsequente,m,parda,22,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
